frames,Confidence,Ymin,Xmin,Ymax,Xmax
746,0,0,0,0,0
747,0,0,0,0,0
748,0,0,0,0,0
749,0,0,0,0,0
750,53,18,58,472,238
751,0,0,0,0,0
752,59,22,66,476,239
753,0,0,0,0,0
754,0,0,0,0,0
755,0,0,0,0,0
756,0,0,0,0,0
757,0,0,0,0,0
758,0,0,0,0,0
759,0,0,0,0,0
760,0,0,0,0,0
761,0,0,0,0,0
762,56,14,40,480,208
763,0,0,0,0,0
764,0,0,0,0,0
765,0,0,0,0,0
766,0,0,0,0,0
767,0,0,0,0,0
768,0,0,0,0,0
769,0,0,0,0,0
770,0,0,0,0,0
771,0,0,0,0,0
772,0,0,0,0,0
773,0,0,0,0,0
774,0,0,0,0,0
775,0,0,0,0,0
776,59,1,233,480,386
777,59,1,210,480,371
778,59,1,218,480,374
779,0,0,0,0,0
780,0,0,0,0,0
781,59,1,66,477,277
782,0,0,0,0,0
783,0,0,0,0,0
784,71,1,17,467,201
785,59,6,30,462,231
786,76,1,18,462,208
786,62,1,357,480,598
787,59,3,461,454,617
788,0,0,0,0,0
789,0,0,0,0,0
790,0,0,0,0,0
791,68,1,57,460,310
792,0,0,0,0,0
793,0,0,0,0,0
794,56,4,15,472,242
795,53,23,62,453,277
796,53,11,59,457,277
797,0,0,0,0,0
798,0,0,0,0,0
799,0,0,0,0,0
800,0,0,0,0,0
801,53,12,16,450,183
802,56,13,19,463,242
803,59,4,15,472,246
804,59,28,47,436,267
805,62,14,13,470,254
806,59,14,17,470,254
807,66,21,45,443,289
808,62,23,57,423,265
809,62,20,101,450,294
810,76,19,84,457,295
811,71,22,94,460,301
812,71,15,78,461,301
813,62,19,105,457,291
814,62,22,90,460,301
815,66,29,86,459,301
816,66,19,82,457,293
817,59,18,100,464,311
818,66,20,87,450,288
819,66,15,105,461,297
820,66,23,84,453,295
821,68,20,66,450,289
822,68,20,74,450,285
823,71,19,68,457,303
824,66,19,88,457,299
825,68,15,78,461,313
826,68,9,63,455,307
827,62,13,74,451,293
828,62,15,108,461,297
829,62,16,86,454,297
830,56,16,74,454,318
831,56,7,103,461,292
832,0,0,0,0,0
833,59,1,446,467,623
833,56,18,46,480,215
834,0,0,0,0,0
835,0,0,0,0,0
836,74,5,24,480,194
837,62,1,17,476,176
837,53,1,206,466,399
838,59,1,61,478,288
839,53,6,314,472,623
840,53,1,55,478,243
841,71,1,252,478,493
841,53,20,320,474,547
842,0,0,0,0,0
843,74,17,330,471,549
844,0,0,0,0,0
845,0,0,0,0,0
846,0,0,0,0,0
847,56,6,240,470,431
848,56,6,240,470,431
849,53,37,344,480,533
850,0,0,0,0,0
851,0,0,0,0,0
852,0,0,0,0,0
853,0,0,0,0,0
854,0,0,0,0,0
855,0,0,0,0,0
856,0,0,0,0,0
857,0,0,0,0,0
858,0,0,0,0,0
859,0,0,0,0,0
860,0,0,0,0,0
861,0,0,0,0,0
862,0,0,0,0,0
863,53,1,240,454,453
864,0,0,0,0,0
865,53,2,219,442,390
866,0,0,0,0,0
867,0,0,0,0,0
868,0,0,0,0,0
869,53,2,223,474,459
870,53,2,223,474,459
871,53,2,223,474,459
872,0,0,0,0,0
873,0,0,0,0,0
874,0,0,0,0,0
875,0,0,0,0,0
876,0,0,0,0,0
877,0,0,0,0,0
878,0,0,0,0,0
879,0,0,0,0,0
880,0,0,0,0,0
881,0,0,0,0,0
882,0,0,0,0,0
883,0,0,0,0,0
884,0,0,0,0,0
885,0,0,0,0,0
886,0,0,0,0,0
887,0,0,0,0,0
888,0,0,0,0,0
889,0,0,0,0,0
890,0,0,0,0,0
891,0,0,0,0,0
892,0,0,0,0,0
893,0,0,0,0,0
894,0,0,0,0,0
895,0,0,0,0,0
896,0,0,0,0,0
897,0,0,0,0,0
898,0,0,0,0,0
899,0,0,0,0,0
900,0,0,0,0,0
901,0,0,0,0,0
902,0,0,0,0,0
903,0,0,0,0,0
904,0,0,0,0,0
905,0,0,0,0,0
906,0,0,0,0,0
907,0,0,0,0,0
908,0,0,0,0,0
909,0,0,0,0,0
910,0,0,0,0,0
911,0,0,0,0,0
912,0,0,0,0,0
913,0,0,0,0,0
914,0,0,0,0,0
915,0,0,0,0,0
916,0,0,0,0,0
917,0,0,0,0,0
918,0,0,0,0,0
919,0,0,0,0,0
920,0,0,0,0,0
921,0,0,0,0,0
922,0,0,0,0,0
923,0,0,0,0,0
924,0,0,0,0,0
925,0,0,0,0,0
926,0,0,0,0,0
927,0,0,0,0,0
928,0,0,0,0,0
929,0,0,0,0,0
930,0,0,0,0,0
931,0,0,0,0,0
932,0,0,0,0,0
933,0,0,0,0,0
